month_id,city_id,category,total_revenue,total_cost,net_profit,discount_amount,avg_rating
10,1,Office Furniture,49090.69,24570.13,5699.71,4452.03,3.7
7,4,Dining Table,48118.75,16452.64,15074.93,2400.35,1.7
9,5,Wardrobe,18469.68,13814.29,10635.24,3979.6,4.7
3,8,Sofa,14169.9,33537.85,6902.41,2286.15,3.2
1,3,Bar Stool,39390.89,11260.29,7140.28,2506.09,3.3
8,10,Sofa,42901.74,22627.94,4808.72,1898.91,3.6
10,7,Office Furniture,20799.79,12658.79,6531.84,2418.43,2.2
2,4,Study Desk,39532.48,33224.15,1802.3,2567.88,2.1
5,10,Bed,25608.02,11540.64,2273.02,3371.36,4.8
11,6,Wardrobe,39395.73,39280.03,19340.52,2091.43,4.0
7,6,Office Furniture,42557.09,21431.3,7108.62,4701.25,1.2
3,1,Wardrobe,25883.46,39205.56,3507.16,709.3,2.4
10,10,Dining Table,13151.58,25563.2,12720.23,4168.06,5.0
1,8,Dining Table,11180.21,25858.63,16739.07,3567.83,1.6
12,4,Wardrobe,34598.61,11524.26,18464.6,4871.76,3.6
11,9,Bar Stool,32015.01,9727.51,15848.37,4153.98,2.4
8,10,Office Furniture,35765.48,12687.96,18563.96,890.7,3.8
3,8,Bar Stool,39773.94,29729.95,15506.1,4822.5,2.7
11,1,Dining Table,18034.93,9540.27,2494.88,2574.92,1.4
12,5,Wardrobe,43035.7,22028.92,16627.72,3430.98,4.7
1,9,Sofa,43664.91,14711.49,14345.57,4540.56,3.1
4,9,Study Desk,39683.13,6682.93,12926.55,3811.08,3.2
5,1,Office Furniture,21164.33,37870.92,9738.02,2999.97,1.2
3,7,Wardrobe,42600.63,19777.67,7314.31,4618.6,2.0
4,4,Office Furniture,15658.03,21503.15,15125.22,688.16,3.9
2,4,Office Furniture,30633.23,28690.58,13967.95,1913.22,1.7
5,10,Bed,10822.73,5793.41,17538.11,2790.1,2.3
10,6,Wardrobe,46487.07,37443.78,11200.21,2979.14,3.5
3,8,Study Desk,37920.97,16708.51,15076.28,588.18,4.2
5,7,Dining Table,37034.7,35452.96,12793.98,3197.67,1.9
7,3,Study Desk,26661.4,32408.61,10655.97,3839.81,4.9
9,9,Dining Table,28179.84,12251.78,9441.11,2015.35,1.8
10,7,Wardrobe,49575.83,20822.52,19630.42,3693.08,2.5
2,10,Study Desk,10011.9,18795.17,6916.27,2564.27,3.3
9,8,Office Furniture,35110.56,9625.88,12764.32,2948.88,1.5
10,8,Study Desk,18193.17,23587.16,13552.27,1262.25,3.7
9,8,Sofa,22536.66,34034.23,8380.82,4162.58,1.9
3,9,Bed,39534.78,23707.93,13266.26,2544.94,4.9
11,3,Bar Stool,37799.77,18604.25,15075.33,3808.0,1.5
9,7,Office Furniture,19260.26,29887.88,7986.11,2329.86,3.0
12,4,Dining Table,41143.16,21268.12,6278.83,3557.14,4.5
8,3,Bed,30860.18,29528.11,16860.94,1210.25,3.4
4,4,Bar Stool,39207.28,9374.46,9646.07,1298.78,2.9
6,10,Bar Stool,10320.66,30899.6,16592.86,4226.27,4.2
2,2,Bar Stool,12219.89,15186.56,5550.88,2653.6,4.7
12,9,Bed,17468.12,32558.22,7747.59,991.98,2.4
3,10,Study Desk,18314.43,12113.04,19753.59,1846.11,4.2
2,7,Bed,10282.74,7297.07,12612.71,3580.32,3.6
9,1,Wardrobe,44864.98,12912.35,7112.8,3033.17,1.6
1,9,Dining Table,30867.83,26338.49,9966.71,4016.67,4.3
8,8,Dining Table,20792.59,14304.83,2961.29,4950.19,1.7
7,2,Bar Stool,15109.63,23680.14,16408.6,904.93,2.1
7,2,Dining Table,47204.74,22885.23,4292.56,1489.1,4.0
3,10,Bar Stool,28310.35,25196.01,14527.89,1332.78,4.3
7,6,Study Desk,11609.07,10337.9,18111.21,972.54,3.1
7,5,Dining Table,19270.53,28242.26,17931.69,4315.66,4.0
11,2,Sofa,36248.03,38768.2,4458.85,3320.19,4.7
6,7,Bed,18182.01,15273.7,15576.16,3927.3,3.6
5,2,Wardrobe,12791.6,21380.68,13638.99,4121.6,4.4
12,7,Wardrobe,37754.49,25117.72,7498.6,3806.25,2.4
8,5,Bed,30603.03,5865.44,3835.58,1893.54,2.9
11,2,Office Furniture,32787.37,12049.58,11064.88,3367.29,2.8
9,8,Wardrobe,31697.09,16578.34,5770.65,3990.91,2.2
2,6,Dining Table,10717.08,31268.7,6668.04,1729.06,2.5
5,3,Office Furniture,28506.61,33164.68,4028.38,2897.39,1.0
4,3,Study Desk,12487.11,27870.18,18627.42,772.29,2.1
6,5,Study Desk,13576.17,6554.06,12241.19,4464.74,1.5
11,5,Wardrobe,33467.76,11142.15,8753.44,1812.89,1.7
6,10,Dining Table,23334.4,30049.29,4355.5,2366.16,3.4
10,1,Bed,48488.82,13028.79,12138.88,641.58,2.0
4,6,Dining Table,30579.0,22632.77,19978.18,1374.25,3.5
9,5,Dining Table,12531.63,35825.34,2683.9,2634.36,4.0
4,4,Bed,31607.61,15394.19,17089.2,4025.17,4.6
10,9,Bed,33500.76,20614.32,16392.95,3576.07,2.0
3,10,Wardrobe,23697.1,25545.67,1794.3,1065.83,2.7
12,8,Dining Table,20111.9,33430.21,9727.2,4088.37,2.2
5,6,Bed,12725.15,38575.86,7352.99,3325.99,2.7
9,6,Bed,39579.94,27334.88,12505.31,1333.49,3.8
7,9,Sofa,34963.38,19451.08,7261.56,4267.1,1.7
12,2,Office Furniture,37324.55,16580.27,7980.51,2442.76,4.6
6,5,Sofa,10670.88,6850.37,13405.36,693.47,3.8
8,4,Wardrobe,34743.05,31185.79,1104.29,2049.01,2.4
1,9,Office Furniture,10480.11,11441.49,10048.95,1299.96,1.7
2,3,Bar Stool,34370.15,15030.96,7940.66,2146.06,2.0
3,2,Office Furniture,23190.03,12809.02,9031.79,1451.86,1.5
5,5,Study Desk,40921.85,36084.42,18103.74,1559.05,4.2
3,4,Dining Table,27597.5,13908.77,4432.82,804.8,3.0
7,8,Sofa,35251.13,31943.02,15262.99,4230.06,1.9
11,5,Dining Table,41074.23,11346.36,13314.53,4328.08,1.0
