date_id,full_date,day,month,quarter,year,festival,day_of_week,is_weekend
484,30-11-2024,30,11,4,2024,Christmas,Saturday,1
485,02-12-2024,2,12,4,2024,Holi,Monday,0
486,04-12-2024,4,12,4,2024,,Wednesday,0
487,06-12-2024,6,12,4,2024,Holi,Friday,0
488,07-12-2024,7,12,4,2024,Diwali,Saturday,1
489,09-12-2024,9,12,4,2024,Holi,Monday,0
490,11-12-2024,11,12,4,2024,Holi,Wednesday,0
491,13-12-2024,13,12,4,2024,Christmas,Friday,0
492,14-12-2024,14,12,4,2024,Eid,Saturday,1
493,16-12-2024,16,12,4,2024,Diwali,Monday,0
494,17-12-2024,17,12,4,2024,,Tuesday,0
495,21-12-2024,21,12,4,2024,Eid,Saturday,1
496,22-12-2024,22,12,4,2024,Christmas,Sunday,1
497,26-12-2024,26,12,4,2024,Diwali,Thursday,0
498,28-12-2024,28,12,4,2024,Holi,Saturday,1
499,29-12-2024,29,12,4,2024,Eid,Sunday,1
500,30-12-2024,30,12,4,2024,Holi,Monday,0
